reviewId,userName,content,score,thumbsUpCount,at,reviewCreatedVersion,replyContent,repliedAt
70fb5846-8475-4b03-805f-e80520b64303,염정호,몇번을 로그인을 해야 하는건지 ㅠㅠ 심각하네요,1,0,2026-01-18T11:44:50,,"안녕하세요, 염정호 고객님. 마이현대를 이용해 주셔서 감사합니다.
문의하신 사항은 고객님의 계정 및 차량 정보 확인 후 정확한 안내가 가능합니다. 고객센터(080-600-6000)로 연락 주시면, 담당자가 신속하게 확인하여 도움을 드리겠습니다.
불편을 드려 죄송하며, 감사합니다.",2026-01-19T14:23:54
4bb0dcbe-56fb-4918-95d2-4fc654dca4d0,정테리,"맨날 접속불량, 속도 느리고 광고 나오고 진짜 이런건 쉽게 개선이 안되나?",1,0,2026-01-18T11:10:02,1.2.27,"안녕하세요, 정테리 고객님. 마이현대를 이용해 주셔서 감사합니다.
먼저 앱 접속불량관련하여 사과 말씀 드립니다.
접속불량 관련하여 정기업데이트 전 수정된 버전 안내드립니다. 용량이 크니 wifi 환경에서 다운로드 받으셔서 설치하시기 바랍니다.
https://api-tcd.nhncloudservice.com/tcd/download/4649/5725/fixed/Android?appKey=NaVlMeY8MU1G3qz9 링크에 접속하시어 [비밀번호 : hoa01!] 를 입력하시면 다운로드 받으실 수 있습니다.
광고 및 속도 개선은 담당 부서에 전달하여 향후 업데이트시 참고하겠습니다. 좋은 의견 감사합니다.",2026-01-19T14:32:00
858090ce-2bcf-4a9c-80e8-755ffd228f02,박수현,네비 상태 개선 하세요. 최악의 길로만 안내하네요. 최악이다.정말,2,0,2026-01-17T10:42:06,1.2.25,"안녕하세요, 박수현 고객님. 마이현대를 이용해 주셔서 감사합니다.
길찾기 서비스가 교통상황에 따라 실시간으로 반영되기 때문에 불편함을 드린 점 양해 부탁드립니다.
소중한 의견 감사드립니다. 고객님께서 말씀해주신 네비 길찾기 관련 피드백은 담당 부서에 전달하여 개선 검토하겠습니다.
앞으로도 지속적으로 앱을 개선하여 더욱 나은 서비스를 제공하는 마이현대가 되겠습니다. 감사합니다.",2026-01-19T13:41:06
8756a4b0-fec9-4316-bdee-4c16447ea686,주누ㅡ,돈은 돈대로 내고 있는데 어플은 맨날 천날 데이터 연결 할수 없다 비행기 모드 해제해라 이런것만 뜨고 차라리 그 전이였던 블루링크가 훨씬 안정적이였네요 이런서비스로 돈 받고 할 정도면 뭐리도 개선이 되어야지 전혀 되지도 않고 그냥 만들면 끝이라고 생각하는게 별로네요,1,0,2026-01-17T07:05:14,1.2.25,"안녕하세요, 주누ㅡ 고객님. 마이현대를 이용해 주셔서 감사합니다.
문의하신 팝업은 네트워크가 일시적으로 불안정할 때 나타나는 현상입니다. 다만 고객님께서 겪고 계신 경우처럼 너무 자주 발생하는 경우에는 정확한 원인 파악을 위해 담당 부서의 세밀한 확인이 필요합니다.
번거로우시겠지만, 고객센터(080-600-6000)로 연락 주시면 신속히 확인 후 안내해 드리겠습니다.
감사합니다.",2026-01-19T13:35:38
718a1e1c-bc22-41ae-848d-7acd5dbac21b,신용원,좋아요 아주편합니다,5,0,2026-01-16T12:45:25,1.2.27,"긍정적인 리뷰 감사합니다.
저희는 고객님의 스마트 모빌리티 경험을 위해 지속적으로 노력하고 있습니다.
앞으로도 많은 관심과 응원 부탁드립니다.",2026-01-16T13:22:01
cd609728-f24a-4129-a3c5-96267345bf2d,정진우,가끔 오류가 있어 난감할때가 있지만 사용시 너무 좋아요,4,0,2026-01-16T07:35:47,1.2.27,"긍정적인 리뷰 감사합니다.
저희는 고객님의 스마트 모빌리티 경험을 위해 지속적으로 노력하고 있습니다.
앞으로도 많은 관심과 응원 부탁드립니다.",2026-01-16T08:21:17
a08d58e4-245b-4765-89f8-6f5901fd4983,김용표,유용하게 잘 사용하고 있어요.,5,0,2026-01-15T22:37:49,1.2.27,"앱 이용에 만족해 주셔서 감사합니다.
고객님의 경험이 더욱 편리하고 즐거워 질 수 있도록 최선을 다하겠습니다.",2026-01-16T08:20:41
6c493bba-d167-43dd-ad19-5408bdd62965,Min ho Jung,"앱 로그인 중에 ""일시적인 오류""라고만 계속 뜨고 로그인이 안됩니다. 해결 방법 알려주세요.",1,0,2026-01-15T17:48:40,1.2.27,"안녕하세요, Min ho Jung 고객님. 마이현대 이용에 불편을 드려 죄송합니다.
리뷰만으로는 정확한 오류 원인을 파악하기 어려워 바로 도움을 드리기 어려운 점 양해 부탁드립니다. 번거로우시겠지만, 고객센터(080-600-6000)를 통해 문의해 주시면 정확한 확인 후 안내드릴 수 있도록 하겠습니다. 감사합니다.",2026-01-16T08:18:19
396ed6f9-1fff-478c-9993-77e7cbed925e,DAEWOO LEE,앱을 만들었으면 관리 좀 해라. 이렇게 네트워크에 연결하기 힘든 앱은 처음 봄. 한번에 제대로 연결 된 적이 없슴.,1,0,2026-01-15T17:19:52,1.2.27,"안녕하세요, DAEWOO LEE 고객님. 마이현대를 이용해 주셔서 감사합니다.
먼저 스마트폰에서 인터넷이 정상적으로 연결되어 있는지 확인해 주시고, 스마트폰 재시작도 부탁드립니다.
재시작 후에도 문제가 계속될 경우, 정확한 원인 파악을 위해 담당 부서의 상세한 확인이 필요합니다.
번거로우시겠지만 고객센터(080-600-6000)로 문의해 주시면 신속히 확인 후 안내해 드리겠습니다.
감사합니다.",2026-01-16T08:20:02
faf31479-2225-4c5c-b71d-b4b2a2dd2a01,정동욱,이정도면괜찮게쓰고있어요,5,0,2026-01-15T16:59:01,1.2.27,"좋은 평가 감사합니다.
저희가 제공하는 서비스가 고객님의 일상에 도움이 될 수 있도록 꾸준히 발전하겠습니다",2026-01-16T08:15:20
5df2f4a1-f294-418a-b228-1762ef7a414a,박빠악,완전 연결안됨,1,0,2026-01-15T08:44:33,1.2.27,"안녕하세요, 고객님. 마이현대를 이용해 주셔서 감사합니다.
먼저 스마트폰에서 인터넷이 정상적으로 연결되어 있는지 확인해 주시고, 스마트폰 재시작도 부탁드립니다.
재시작 후에도 문제가 계속될 경우, 정확한 원인 파악을 위해 담당 부서의 상세한 확인이 필요합니다.
번거로우시겠지만 고객센터(080-600-6000)로 문의해 주시면 신속히 확인 후 안내해 드리겠습니다.
감사합니다.",2026-01-15T09:15:42
95f7c859-24f3-4189-a623-796cd23a3bc4,이홍구,수정사항있습니다 넥쏘 수소충전 차계부 내에 단가부분에서 가격이 거의 만단위로 인상되고있는데 입력이 천단위밖에 안됩니다. 확인하고 수정 부탁 드립니다~~!!,5,0,2026-01-15T07:43:45,1.2.27,"안녕하세요, 이홍구 고객님. 마이현대를 이용해 주셔서 감사합니다.
문의하신 수소차 단가 수정은 현재 3월 말 정기 배포를 통해 수정될 예정이나 상황에 따라 일정은 변경될수도 있습니다. 빠르게 개선해 드리지 못하는 점 너그럽게 양해 부탁드리며, 더 나은 서비스를 위해 지속적으로 노력하겠습니다. 감사합니다.",2026-01-15T12:41:06
53b24cf8-fd21-4797-998e-370b23d7197a,SoSFXP FL (SoSFXP),위젯에서 조금만 터치를 잘못해도 로딩느린 마이현대앱이 실행됨...그것도 전체화면실행으로 하단 네비게이션바도 가림...환장함..도대체 누가 앱실행을 위젯을 꺼내놓고 한다고 .. 쓸데없이...참 사용자경험 개선 안중에도 없다..,1,6,2026-01-15T00:40:30,1.2.27,"안녕하세요, 고객님. 마이현대를 위한 피드백 감사합니다. 말씀해주신 위젯 터치 실수 시 앱실행이 되서 불편하다는 의견은 사용 경험을 개선할 수 있도록 담당 부서에 전달하여 개선 가능성을 검토하겠습니다. 소중한 피드백 감사드립니다",2026-01-15T08:34:49
4dda2e94-9f70-4429-9521-f3b7bcf05a31,김영술,조아요,5,0,2026-01-14T23:02:49,1.2.21,"앱 이용에 만족해 주셔서 감사합니다.
고객님의 경험이 더욱 편리하고 즐거워 질 수 있도록 최선을 다하겠습니다.",2026-01-15T08:24:11
d9e336f9-6514-47df-ad9f-9c5130cd3cf3,내종kim,원격시동 지맘대로 켜짐 고객센터 서비스 비추,1,0,2026-01-14T19:31:02,,"안녕하세요, 내종kim 고객님. 마이현대 이용해 주셔서 감사합니다.
원격제어 오류로 불편을 드려 죄송합니다. 리뷰만으로는 정확한 오류 원인을 파악하기 어려워 바로 도움을 드리기 어려운 점 양해 부탁드립니다. 번거로우시겠지만, 고객센터(080-600-6000)를 통해 문의해 주시면 정확한 확인 후 안내드릴 수 있도록 하겠습니다. 감사합니다.",2026-01-15T08:22:54
b261fd8d-d546-4e20-afcd-11425b77afa1,이현규,필요한 출퇴근때 안되는계륵어플,1,0,2026-01-14T18:00:12,1.2.27,"안녕하세요, 고객님. 마이현대 이용에 불편을 드려 죄송합니다. 트래픽 집중으로 인한 현상으로, 재발하지 않도록 인프라 증설을 포함하여 지속적인 점검을 하고 있습니다. 이용에 불편을 드린 점 사과드립니다. 문제 현상이 지속되는 경우 고객님의 개인정보가 필요하여 번거로우시겠지만 고객센터(080-600-6000)으로 연락주시면 신속하게 확인하고 안내해 드리겠습니다.
감사합니다.",2026-01-15T08:07:27
0c62e960-e7d1-46c2-8c4b-d11a56a68024,YOUNG HO NOH,좋아요,5,0,2026-01-14T17:35:48,1.2.27,"긍정적인 리뷰 감사합니다.
저희는 고객님의 스마트 모빌리티 경험을 위해 지속적으로 노력하고 있습니다.
앞으로도 많은 관심과 응원 부탁드립니다.",2026-01-15T08:08:27
6ce3aad6-b220-45f0-96c3-9b2508a72b5b,Yunju Kim,시동공조에서 시트열선이 없는게 맞나요? 바뀌고 너무 불편해졌어요ㅠㅠ,5,0,2026-01-14T17:17:12,1.2.27,"안녕하세요, Yunju Kim 고객님. 마이현대를 이용해 주셔서 감사합니다. 마이현대의 차량의 열선 기능은 차량 사양에 따라 열선 옵션 지원 여부가 달라질 수 있습니다. 정확한 확인을 위해 번거로우시더라도 고객센터(080-600-6000)로 연락 주시면 상세히 도와드리겠습니다. 감사합니다.",2026-01-15T08:12:34
8f4e4224-3e7d-4304-8506-3b73c93eb87b,박형율,오류로 쓰질못하네 돈내고 쓰는데 왜 맨날오류나는건지..,1,0,2026-01-14T09:43:34,1.2.25,"안녕하세요, 박형율 고객님. 마이현대 이용에 불편을 드려 죄송합니다.
리뷰만으로는 정확한 오류 원인을 파악하기 어려워 바로 도움을 드리기 어려운 점 양해 부탁드립니다. 번거로우시겠지만, 고객센터(080-200-2000)를 통해 문의해 주시면 정확한 확인 후 안내드릴 수 있도록 하겠습니다. 감사합니다.",2026-01-14T10:13:17
641b1b88-965b-475c-95ba-f3e58f97c804,안지원,생각할수록 어이가 없는 개같은 말만 업데이트지 실제론 책상머리 탁상론자들이 만들어낸 퇴보 기존 디지털키로 1초만에 열리던것을 이제 밖에서 추위에 발발 떨며 문열리기 기다리고 있음 이 앱 나오기전까지 키없이 다녔는데 이젠 키 무조건 챙겨다녀야 함 잘 안터지는 지하주차장에선 수시로 오류 이딴걸 누가 만들고 누가 결재해줬나요??? 블루링크 구독해서 써야지만 이제 원격으로 문열리고 닫히는거죠?,1,3,2026-01-14T08:27:26,1.2.27,"안녕하세요, 안지원 고객님. 마이현대 이용에 불편을 드려 죄송합니다.
디지털 키 사용 오류는 정확한 원인 파악을 위해 담당부서의 상세한 확인이 필요한 상황입니다. 번거로우시겠지만, 고객센터(080-600-6000)를 통해 문의해 주시면 정확한 확인 후 안내해 드리겠습니다. 감사합니다.",2026-01-14T10:11:00
9d55c92e-6196-44af-a62d-6ea3386e4e24,양승원,아니 무슨 버그때문에 자꾸팅기고 안들어가디고 아 짜증나네,1,0,2026-01-14T06:26:04,1.2.27,"안녕하세요, 양승원 고객님. 마이현대 이용에 불편을 드려 죄송합니다.
먼저 스마트폰의 인터넷 연결 상태를 확인해 주시고, 스마트폰 재부팅도 부탁드립니다.
재부팅 후에도 문제가 계속되면, 정확한 원인 파악을 위해 담당 부서의 상세한 확인이 필요합니다.
번거로우시더라도 고객센터(080-600-6000)로 문의 주시면 신속히 확인 후 안내해 드리겠습니다.
감사합니다.",2026-01-14T10:07:32
5fb1b263-1169-4d03-90cc-4845a9790b4f,허영재,로그인이 계속풀려요 해결좀 해주세요 지웠다깔아도 또같아요 너무불편해요,3,0,2026-01-13T16:55:47,1.2.27,"안녕하세요, 허영재 고객님. 마이현대를 이용해 주셔서 감사합니다.
자동 로그아웃에 관해서는 고객님의 계정 또는 차량 정보를 확인한 후 정확한 안내가 가능합니다.
번거로우시겠지만, 고객센터(080-600-6000)로 연락 주시면 신속하게 확인하여 안내해 드리겠습니다.
감사합니다.",2026-01-14T10:04:34
d9ca289b-b52a-440c-89c7-76771a138466,김상효,결제해도 안먹히는데 문의해도 답변도 없고,1,0,2026-01-13T07:26:20,1.2.27,"안녕하세요, 김상효 고객님. 마이현대 이용에 불편을 드려 죄송합니다.
리뷰 내용만으로는 정확한 오류 원인을 파악하기 어려워 바로 도움을 드리기 어려운 점 양해 부탁드립니다. 번거로우시겠지만, 고객센터(080-600-6000)를 통해 문의해 주시면 정확한 확인 후 안내드릴 수 있도록 하겠습니다. 감사합니다.",2026-01-13T10:49:01
33278bf9-8138-4b35-a2d2-da47bb85aa7c,배점배,코나EV운행자입니다 블루링크부터 마이현대까지 애용하면서 그동안 불편한사항을 못느꼈는데 2025.12.25 마이현대가 업데이트되면서 전기충전예약포함해서 제어가 전혀안됩니다 충전시작.충전종료.충전예약등이요 문잠금이나 문잠해제나 이런것은되는데 왜 충전관련은안되는가요? 자가충전기와 다른시내완속충전기모두가 안됩니다 빠른조치부탁합니다,1,0,2026-01-12T22:16:26,1.2.27,"안녕하세요, 배점배 고객님. 마이현대를 이용해 주셔서 감사합니다.
말씀해주신 현상은 정확한 원인 파악을 위해 담당부서의 상세한 확인이 필요한 상황입니다. 번거로우시겠지만, 고객센터(080-600-6000)를 통해 문의해 주시면 정확한 확인 후 안내드릴 수 있도록 하겠습니다. 감사합니다.",2026-01-13T10:45:16
f408b0d7-7285-45bb-88c4-9c8d2371e78d,광,예전 앱이 훨씬 편하고 오류도 적었어요,1,0,2026-01-12T18:08:24,1.2.27,"안녕하세요, 고객님. 마이현대 앱 이용에 감사드립니다. 고객님께서 더 나은 서비스 경험을 제공할 수 있도록 지속적으로 노력하겠습니다. 불편하셨던 점을 구체적으로 말씀해주시면 개선에 더욱 도움이 될것 같습니다. 소중한 의견 감사드립니다.",2026-01-13T10:36:43
968cb9e9-1a1c-47a5-8132-da9c6ad36dc6,강개선,소나타 DN8C 개인택시 기사 입니다 네비 호환을 해줄려면 올바러게 해주던지 카메라 단속 위주로만 나오네요 목적시. 갈려고 입력해도 안되고 마이크로 할려고 해도 알아듣지 못했다 하고 별 한게도 아까워요 차량네비 현대 네비도 300m전방에서 가속 카메라 멘트가 한번만 나오고 잠시후 정보를 한번더 멘터를 더 넣어. 주세요 그래야 안전 운행에 도움이 되겠네요 네비 개발자님 꼭 부탁드림니다 답변 부탁 드림니다,1,0,2026-01-12T15:52:51,1.2.25,"안녕하세요, 강개선 고객님. 마이현대에 관심 가져주시고 좋은 의견 남겨주셔서 감사합니다. 말씀해주신 내비게이션 관련 제안 잘 확인했습니다. 해당 내용은 담당 부서에 전달하여, 향후 개선 방향 검토시 참고하겠습니다. 관심과 제안에 진심으로 감사드립니다.",2026-01-13T10:27:05
83317287-df8e-4512-8943-655ac19e0621,강세호,시동이 안걸릴때가 많음/아래 말씀하신 그조건이 아닌데도 시동이 안걸릴때가 많아요/하루이틀 쓰는거도 아닌데 그걸모를까요 ㅡㅡ,3,0,2026-01-12T15:49:16,1.2.27,"안녕하세요, 강세호 고객님. 마이현대 이용에 불편을 드려 죄송합니다.
리뷰만으로는 정확한 오류 원인을 파악하기 어려워 바로 도움을 드리기 어려운 점 양해 부탁드립니다. 번거로우시겠지만, 고객센터(080-600-6000)를 통해 문의해 주시면 정확한 확인 후 안내드릴 수 있도록 하겠습니다. 감사합니다.",2026-01-13T10:29:30
b755b5f4-3eda-446f-91b1-f7c4250f88fc,Hank (HK),예약충전이 제대로 작동안하는 경우가 많음. 심야전기 쓰기 때문에 새벽 충전 자주 이용하는데 예약 충전도 빌트인 캠처럼 일정 시간 지나면 절전 모드로 들어가서 그런 건지.? 최신버전 ICU텁데이트 했는데 예약 공조실행중일때 브레이크 밟아도 시동 안걸릴때가 있음. READY 안되고 예약공조 끝날때까지 액세서리 모드로만 작동함,3,1,2026-01-12T11:29:03,1.2.23,"안녕하세요, Hank (HK) 고객님. 마이현대를 이용해 주셔서 감사합니다.
예약충전 오류는 고객님의 계정 또는 차량 정보를 확인한 후에야 정확한 안내가 가능합니다.
번거로우시겠지만, 고객센터(080-600-6000)로 연락 주시면 신속하게 확인하고 안내해 드리겠습니다.
감사합니다.",2026-01-13T10:15:52
